alert,confidence,cweid,risk,wascid
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Timestamp Disclosure - Unix,Low,200,Low,13
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Modern Web Application,Medium,-1,Informational,-1
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Timestamp Disclosure - Unix,Low,200,Low,13
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
User Controllable HTML Element Attribute (Potential XSS),Low,20,Informational,20
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Timestamp Disclosure - Unix,Low,200,Low,13
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Modern Web Application,Medium,-1,Informational,-1
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Timestamp Disclosure - Unix,Low,200,Low,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Modern Web Application,Medium,-1,Informational,-1
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Timestamp Disclosure - Unix,Low,200,Low,13
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Timestamp Disclosure - Unix,Low,200,Low,13
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Modern Web Application,Medium,-1,Informational,-1
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Timestamp Disclosure - Unix,Low,200,Low,13
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Missing Anti-clickjacking Header,Medium,1021,Medium,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
User Controllable HTML Element Attribute (Potential XSS),Low,20,Informational,20
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Timestamp Disclosure - Unix,Low,200,Low,13
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Charset Mismatch (Header Versus Meta Content-Type Charset),Low,436,Informational,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Content Security Policy (CSP) Header Not Set,High,693,Medium,15
Timestamp Disclosure - Unix,Low,200,Low,13
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
User Controllable HTML Element Attribute (Potential XSS),Low,20,Informational,20
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Timestamp Disclosure - Unix,Low,200,Low,13
X-Content-Type-Options Header Missing,Medium,693,Low,15
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Modern Web Application,Medium,-1,Informational,-1
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
Strict-Transport-Security Header Not Set,High,319,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
Cross-Domain JavaScript Source File Inclusion,Medium,829,Low,15
X-Content-Type-Options Header Missing,Medium,693,Low,15
